sigla_curso_ref,id_cadeira,nome_cadeira,ects,periodo,metodo_avaliacao,programa,num_alunos,docentes,url_curso
LEGM,2816360379855920,Desenho de Algoritmos Usando Python,6.0,P3,Nota final = Projeto (50%) + Exame (50%)  A nota do projecto ser&aacute; ponderada com o resultado de uma discuss&atilde;o em que dever&atilde;o ser demonstrados os conhecimentos de programa&ccedil;&atilde;o individuais sobre o projecto. Esta discuss&atilde;o ser&aacute; realizada em laborat&oacute;rio; durante a semana de prepara&ccedil;&atilde;o.  Os requisitos s&atilde;o os mesmos para trabalhadores-estudante e &laquo;&Eacute;poca Especial&raquo;.,,21,Ana Gualdina Almeida Matos,https://fenix.tecnico.ulisboa.pt/disciplinas/DAUP-2/2025-2026/1-semestre
LEGM,564560566192229,Balanços de Massa e Energia,3.0,P4,Avalia&ccedil;&atilde;o &Eacute;poca Normal: MAP1 + MAP2 + Trabalho Excel (P)&nbsp; NF =&nbsp; (0;4 MAP1 + 0;35 MAP2+ 0;25 P) NOTA M&Iacute;NIMA por MAP: 8;0 valores MAP1 (cap1 + cap3 at&eacute; ELV)&nbsp; MAP2 (cap3 BM com rea&ccedil;&atilde;o + cap4) &nbsp;  Avalia&ccedil;&atilde;o Recurso: Exame Recurso e/ou repescagem dos MAPs&nbsp; NF = MAX [(0;75 ExRecurso +&nbsp; 0;25 P); (0;4 MAP1 + 0;35 MAP2 + 0;25 P)] com as notas do&nbsp;Trabalho Excel obtidas na avalia&ccedil;&atilde;o de &eacute;poca normal. NOTA M&Iacute;NIMA Exame Recurso: 8;0 valores; com pelo menos 4;0 valores em cada sec&ccedil;&atilde;o correspondente &agrave; mat&eacute;ria de MAP1 e MAP2.,,26,Marta Alexandra Marques Alves,https://fenix.tecnico.ulisboa.pt/disciplinas/BME3610/2025-2026/2-semestre
LEGM,564560566192449,Hidráulica I,6.0,Semestral,,,192,Ana Margarida Da Costa Ricardo | Diogo Silva Mendes | Rui Miguel Lage Ferreira | Dídia Isabel Cameira Covas | João Paulo Borges Coury Cavaleiro de Ferreira,https://fenix.tecnico.ulisboa.pt/disciplinas/H3610/2025-2026/2-semestre
LEGM,564560566192402,Mecânica dos Solos,3.0,P3,Avalia&ccedil;&atilde;o Cont&iacute;nua; com dois MAPS 30; com nota m&iacute;nima de 8val.&nbsp; A nota final &eacute; calculada pela m&eacute;dia aritm&eacute;tica das notas dos dois MAPS; que t&ecirc;m igual peso. Haver&aacute; lugar a 1 exame de recurso na 9&ordf; semana.&nbsp;,,10,Maria Matilde Mourão de Oliveira Carvalho Horta Costa e Silva,https://fenix.tecnico.ulisboa.pt/disciplinas/MS3610/2025-2026/2-semestre
LEGM,564560566185481,Instrumentação e Aquisição de Sinais em Geoengenharia,3.0,P3,A nota final (NF) &eacute; determinada da seguinte forma:&nbsp;NF&nbsp;= 0.2&nbsp;A&nbsp;+ 0.8&nbsp;R &nbsp; sendo&nbsp;A&nbsp;a apresenta&ccedil;&atilde;o de todo o projeto a realizar na 8&ordf; semana do per&iacute;odo. A componente&nbsp;R&nbsp;; &eacute; definida por: R&nbsp;= 0.15&nbsp;R1&nbsp;+ 0.10&nbsp;R2&nbsp;+ 0.10&nbsp;R3&nbsp;+ 0.65&nbsp;RF; &nbsp; sendo&nbsp;Rn; com n = {1; 2; 3};&nbsp;a avalia&ccedil;&atilde;o obtida na apresenta&ccedil;&atilde;o interm&eacute;dia&nbsp;n; efetuada durante o per&iacute;odo de aulas&nbsp;e&nbsp;RF&nbsp;o relat&oacute;rio final apresentado.,,10,Gustavo André Paneiro,https://fenix.tecnico.ulisboa.pt/disciplinas/IASG112/2025-2026/1-semestre
LEGM,564560566192490,Física I,6.0,P4,,,19,Joana Yao | Bernardo Brotas de Carvalho,https://fenix.tecnico.ulisboa.pt/disciplinas/Fis43610/2025-2026/2-semestre
LEGM,564560566192284,Introdução à Física Experimental,3.0,P3,,,18,João Alberto dos Santos Mendanha Dias | Horácio João Matos Fernandes,https://fenix.tecnico.ulisboa.pt/disciplinas/IFE3610/2025-2026/2-semestre
LEGM,564560566185492,Recursos Minerais e Energia,6.0,P3,,,22,Manuel Francisco Costa Pereira,https://fenix.tecnico.ulisboa.pt/disciplinas/RME112/2025-2026/1-semestre
LEGM,564560566192659,Mecânica das Rochas,6.0,P4,100% de avalia&ccedil;&atilde;o cont&iacute;nua.&nbsp;    O MAP45 ser&aacute; realizado no &uacute;ltimo dia de aulas (nota m&iacute;nima 8val.).    Os relat&oacute;rios escritos dos laborat&oacute;rios ser&atilde;o entregues na semana seguinte &agrave; da realiza&ccedil;&atilde;o do laborat&oacute;rio.    A apresenta&ccedil;&atilde;o final com a s&iacute;ntese e coment&aacute;rios de todos os relat&oacute;rios de laborat&oacute;rio ter&aacute; lugar&nbsp; 17 semana.&nbsp;    O exame de recurso ser&aacute; realizado na data indicada no F&eacute;nix.    A nota a atribuir &eacute; composta por 60%MAP45+ 25%R (relat&oacute;rios laborat&oacute;rios)+15% da AO (apresenta&ccedil;&atilde;o oral do Relat&oacute;rio final dos Laborat&oacute;rios).,,21,Maria Matilde Mourão de Oliveira Carvalho Horta Costa e Silva,https://fenix.tecnico.ulisboa.pt/disciplinas/MRoc610/2025-2026/2-semestre
LEGM,564560566192174,Mecânica Aplicada à Geoengenharia,6.0,P3,A mat&eacute;ria divide-se em 3 partes. Para cada uma existir&atilde;o duas oportunidades de avalia&ccedil;&atilde;o; em 1&ordf; e 2&ordf; &eacute;poca.&nbsp; -&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; As provas&nbsp; das 3 partes da 1&ordf; &eacute;poca s&atilde;o realizadas nos 2 MAP 45 durante o per&iacute;odo de aulas e a 3&ordf; parte corresponde ao exame de 1&ordf; &eacute;poca&nbsp; -&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; As provas das 3 partes da 2&ordf; &eacute;poca s&atilde;o realizadas todas no exame de 2&ordf; &eacute;poca Para cada parte; cada aluno pode efectuar uma ou duas provas. No final; a nota ser&aacute; a m&eacute;dia da melhor em cada uma das partes.,,24,Mário Manuel Paisana dos Santos Lopes,https://fenix.tecnico.ulisboa.pt/disciplinas/MAGeo3610/2025-2026/2-semestre
LEGM,564560566185290,Química,6.0,P3,1.&nbsp;O m&eacute;todo de avalia&ccedil;&atilde;o contempla duas componentes: avalia&ccedil;&atilde;o cont&iacute;nua (50%) e avalia&ccedil;&atilde;o por exame (50%). &nbsp; 2.&nbsp;A componente de avalia&ccedil;&atilde;o cont&iacute;nua ser&aacute; realizada ao longo das aulas; sendo dividida em: i)&nbsp;&nbsp;&nbsp;3 provas MAP15&nbsp;(quizzes&nbsp;a realizar em&nbsp;papel)&nbsp;com a dura&ccedil;&atilde;o de&nbsp;10 min&nbsp;cada; que decorrer&atilde;o nas aulas pr&aacute;ticas nas semanas 3 e 5&nbsp; e na &uacute;ltima aula te&oacute;rica na semana 7; com um peso de 30% na nota final da UC. A nota desta componente (MAP) corresponde &agrave; m&eacute;dia dos 3 Quizzes.&nbsp; ii)&nbsp;&nbsp;2 Fichas de Laborat&oacute;rio&nbsp;(quizzes a realizar em papel) com a dura&ccedil;&atilde;o de&nbsp;15 min&nbsp;cada; que decorrer&atilde;o nas aulas de laborat&oacute;rio na semanas 4&nbsp; e 7;&nbsp; os alunos com aula de laborat&oacute;rio na 6&ordf; feira realizar&atilde;o o MAPL2 em data a combinar; com um peso de 20% na nota final da UC. Em cada ficha ser&atilde;o avaliados 2 trabalhos de laborat&oacute;rio; em separado. Esta componente s&oacute; estar&aacute; acess&iacute;vel relativamente aos trabalhos que o aluno realizou no laborat&oacute;rio. A nota final desta componente laboratorial (L) corresponde &agrave; m&eacute;dia das 2 fichas realizadas no corrente ano letivo. &nbsp; 3.&nbsp;O&nbsp;Exame&nbsp;(E) avaliar&aacute; sobre toda a mat&eacute;ria leccionada nas aulas te&oacute;ricas e pr&aacute;ticas; tendo a dura&ccedil;&atilde;o de&nbsp;1h:30 min. Esta componente tem um peso de 50% na nota final da UC; e nota m&iacute;nima de 7 valores. &nbsp; 4.&nbsp;O aluno ser&aacute; aprovado &agrave; UC se a Nota Final (NF) NF = 0;3*MAP + 0;2*L + 0;5*E for igual ou superior a 9;5/20 valores. &nbsp; 5.&nbsp;O&nbsp;Exame de Recurso&nbsp;(ER) avaliar&aacute; sobre toda a mat&eacute;ria leccionada nas aulas te&oacute;ricas e pr&aacute;ticas; tendo a dura&ccedil;&atilde;o de 2 h. Este exame tem nota m&iacute;nima de 7 valores. O aluno ser&aacute; aprovado se a Nota Final (NF) NF = 0;2*L + 0;8*ER &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ou &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; NF = 0;3*MAP + 0;2*L + 0;5*ER for igual ou superior a 9;5/20 valores; contando a melhor das duas notas. &nbsp; 6.&nbsp;No caso dos&nbsp;alunos que sejam admitidos no IST comprovadamente na 2&ordf; ou 3&ordf; fase do Concurso Nacional de Acesso; o peso das componentes MAP falhadas (10% cada na nota final da avalia&ccedil;&atilde;o cont&iacute;nua) ser&aacute; transferido para a prova de Exame (E) ou de Exame de Recurso (ER); isto &eacute; um aluno de 2&ordf; ou 3&ordf; fase ser&aacute; aprovado &agrave; UC se a Nota Final (NF) NF = (0;3 - 0;1*F)*MAP + 0;2*L+ (0;5 + 0;1*F)*E&nbsp; ou&nbsp; NF = (0;3 - 0;1*F)*MAP + 0;2*L + (0;5 + 0;1*F)*ER for igual ou superior a 9;5/20 valores; em que F &eacute; o n&uacute;mero de componentes MAPs falhadas. Os trabalhos laboratoriais falhados n&atilde;o ser&atilde;o recuperados no laborat&oacute;rio; resultando em que as componentes L de avalia&ccedil;&atilde;o cont&iacute;nua falhadas poder&atilde;o ser respondidas nas respectivas fichas de laborat&oacute;rio (1 e/ou 2); desde que estes alunos preparem o respetivo trabalho (atrav&eacute;s da leitura da t&eacute;cnica laboratorial no Guia de Laborat&oacute;rios+visualiza&ccedil;&atilde;o do v&iacute;deo do trabalho+realiza&ccedil;&atilde;o dos question&aacute;rios de valida&ccedil;&atilde;o) e visualizem o v&iacute;deo de execu&ccedil;&atilde;o correspondente. &nbsp; 7. Para estudantes com estatuto de&nbsp;trabalhador estudante&nbsp;ou com estatuto de&nbsp;desportista de alta competi&ccedil;&atilde;o; que estejam devidamente oficializados pelos &oacute;rg&atilde;os de gest&atilde;o do IST; o m&eacute;todo de avalia&ccedil;&atilde;o &eacute; exclusivamente exame (E ou ER); e o aluno ser&aacute; aprovado se a nota do mesmo for igual ou superior a 9;5/20 valores. No entanto; se estes alunos desejarem; podem realizar a componente laboratorial; sendo avaliados segundo as regras de um estudante convencional (ver pontos 1 a 5). &nbsp; 8.&nbsp;Na&nbsp;&eacute;poca especial&nbsp;ou&nbsp;&eacute;poca extraordin&aacute;ria; o m&eacute;todo de avalia&ccedil;&atilde;o ser&aacute; exclusivamente exame e o aluno ser&aacute; aprovado se a nota do mesmo for igual ou superior a 9;5/20 valores. &nbsp; 9.&nbsp;Alunos&nbsp;reinscritos&nbsp;(para repeti&ccedil;&atilde;o ou melhoria de nota na UC); que j&aacute; tenham realizado (tido OK) nos&nbsp;2 anos&nbsp;letivos anteriores&nbsp;pelo menos&nbsp;3 dos 4 trabalhos laboratoriais; estar&atilde;o dispensados da realiza&ccedil;&atilde;o dos trabalhos j&aacute; realizados;&nbsp;tendo necessariamente de realizar a componente L de avalia&ccedil;&atilde;o dos mesmos; j&aacute; que n&atilde;o ser&atilde;o guardadas as classifica&ccedil;&otilde;es obtidas nas fichas laboratoriais dos anos anteriores. A realiza&ccedil;&atilde;o laboratorial do trabalho em falta ser&aacute; feita na semana em que o trabalho esteja a funcionar. Para o efeito; o aluno dever&aacute; enviar previamente um e-mail dirigido ao docente que leciona esse turno laboratorial manifestando a sua inten&ccedil;&atilde;o em realizar o trabalho. No entanto; se os alunos desejarem; podem realizar de novo toda a componente laboratorial. 10.&nbsp;Os alunos que forem aprovados na UC na &eacute;poca normal podem realizar o Exame de Recurso para efeitos de melhoria de nota; contando a&nbsp;melhor&nbsp;das tr&ecirc;s notas NF = 0;3*MAP + 0;2*L + 0;5*E&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ou&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; NF = 0;2*L + 0;8*ER&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ou&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; NF = 0;3*MAP + 0;2*L + 0;5*ER para o c&aacute;lculo da Nota Final (ver pontos 4 e 5).,,87,Palmira Maria Martins Ferreira da Silva | Ana Sofia Cavalheiro Gama,https://fenix.tecnico.ulisboa.pt/disciplinas/Qui112/2025-2026/1-semestre
LEGM,564560566185491,Cálculo Diferencial e Integral III,6.0,P3,,,232,Tomás Salgado de Campos Vigário Pacheco | Luís Vieira Pacheco Correia | Filipe Artur Pacheco Neves Carteado Mena | Luís Manuel Gonçalves Barreira,https://fenix.tecnico.ulisboa.pt/disciplinas/CDI16112/2025-2026/1-semestre
LEGM,564560566192586,Exploração e Produção de Geo-Energia,6.0,P3,Nota Final= 50% Avalia&ccedil;&atilde;o Cont&iacute;nua + 50% Exame  A avalia&ccedil;&atilde;o cont&iacute;nua nesta disciplina faz-se atrav&eacute;s da realiza&ccedil;&atilde;o de um projeto por grupos de alunos.&nbsp; Os relat&oacute;rios dever&atilde;o ser entregues at&eacute; a &uacute;ltima semana de aulas.&nbsp; A avalia&ccedil;&atilde;o cont&iacute;nua ter&aacute; nota m&iacute;nima de 8 valores em 20. &nbsp; O exame ser&aacute; realizado nas datas propostas pelo GOP e ter&aacute; nota m&iacute;nima de 8 valores em 20. O m&eacute;todo de avalia&ccedil;&atilde;o para alunos trabalhadores-estudantes &eacute; id&ecirc;ntico ao m&eacute;todo explicitado nos par&aacute;grafos anteriores. O m&eacute;todo de avalia&ccedil;&atilde;o para a &eacute;poca especial consistir&aacute; em 100% de avalia&ccedil;&atilde;o por exame (nota m&iacute;nima para aprova&ccedil;&atilde;o 9.5 valores em 20).,,23,Ana Margarida Luís de Sousa,https://fenix.tecnico.ulisboa.pt/disciplinas/EPG3610/2025-2026/2-semestre
LEGM,564560566185490,Processamento de Minérios e Resíduos Sólidos,6.0,P3,Map45 (50%)+ Map45 (50%)   Exame de recurso 100%,,12,Margarida Tânger de Oliveira Figueiredo | Ana Paula Alves Afonso Falcão Neves | Rui Jorge Coelho de Sousa,https://fenix.tecnico.ulisboa.pt/disciplinas/PMRS112/2025-2026/1-semestre
LEGM,564560566192137,Geologia Aplicada,6.0,P3,Trabalhos de campo  Trabalho 1: Relat&oacute;rio 1 do trabalho de campo (3 val.) &#x2013; entrega do enunciado na 2&ordf; e 3&ordf; semana de aulas.   Entrega do trabalho 1:   1&ordm; turno &#x2013; 3&ordf; semana de aulas (dia 5 de Mar&ccedil;o);   2&ordm; turno &#x2013; 4&ordf; semana de aulas (dia 12 de Mar&ccedil;o)   Trabalho 2: Relat&oacute;rio 2 do trabalho de campo (3 val.) &#x2013; entrega do enunciado na 4&ordf; e 5&ordf; semana de aulas  Entrega do trabalho 2:  1&ordm; turno &#x2013; 5&ordf; semana de aulas (dia 19 de Mar&ccedil;o);   2&ordm; turno &#x2013; 6&ordf; semana de aulas (dia 26 de Mar&ccedil;o)  &nbsp;  Trabalho 3: Corte geol&oacute;gico (4 val.) - entrega do enunciado na 4&ordf; semana de aulas (dia 10 de Mar&ccedil;o).  Entrega do trabalho 3: Entrega na 7&ordf; semana de aulas (2 de Abril)  Visita de Estudo: dia 2 de Abril no hor&aacute;rio da aula de campo (sa&iacute;da &agrave;s 8h:30 do IST) &#x2013; sai uma pergunta no Exame sobre a visita (2 val).  &nbsp;  Os trabalhos ser&atilde;o realizados por grupos com 2 alunos; no m&aacute;ximo.  Os alunos que realizaram os trabalhos no ano lectivo 2024/2025 n&atilde;o necessitam de realizar novamente os trabalhos em que obtiveram nota igual ou superior a 10 val. (numa escala de zero a vinte val.). Caso realizem; conta a nota que obtiverem no ano lectivo 2025/2026. Nos trabalhos em que os alunos n&atilde;o obtiveram nota igual ou superior a 10 val (numa escala de zero a vinte val.) a sua realiza&ccedil;&atilde;o &eacute; obrigat&oacute;ria; isto &eacute;; caso n&atilde;o realizem os trabalhos em 2025/2026 t&ecirc;m zero.  &nbsp;  &nbsp;  Exame de &Eacute;poca Normal: 10 val. com min de 4;0 val.   Exame de Recurso: 10 val./min de 4;0 val .  Exame de &Eacute;poca Especial: 10 val./min de 4;0 val. Os trabalhos realizados durante o trimestre contam para a avalia&ccedil;&atilde;o da &Eacute;poca Especial. Caso n&atilde;o realizem os trabalhos durante o semestre (neste caso no P3); ter&atilde;o de os realizar e entregar na altura da &Eacute;poca Especial.  &nbsp;  Notas:   1) A n&atilde;o entrega de qualquer um dos trabalhos implica que o aluno tenha zero no respectivo trabalho.  2) As aulas de campo s&atilde;o obrigat&oacute;rias para quem quiser entregar os trabalhos.,,29,Edite Maria Gonçalves Martinho,https://fenix.tecnico.ulisboa.pt/disciplinas/GAplic3610/2025-2026/2-semestre
LEGM,564560566185482,Física II,6.0,P3,100% de avalia&ccedil;&atilde;o cont&iacute;nua com 2 MAPs de 45 minutos cada ou&nbsp;20% de TPs e 80% de avalia&ccedil;&atilde;o cont&iacute;nua com 2 MAPs&nbsp;,,24,Marija Vranic,https://fenix.tecnico.ulisboa.pt/disciplinas/Fis4112/2025-2026/1-semestre
LEGM,564560566185362,Gestão,3.0,P3,&Eacute;poca Normal: a Nota Final (NF) resulta da soma de 3 componentes - NF = 2 MAP30 (4;5+4;5&nbsp;val.) + ISTMC (2 val.) + Exame (9val.); com:  &nbsp;  1. Elabora&ccedil;&atilde;o e entrega em aula de dois T30 (2 mini-testes); cotados para 4;5&nbsp;valores cada e sem nota m&iacute;nima;  2. Jogo de Gest&atilde;o-IST Management Challenge (ISTMC) - 2 valores pelo desempenho e a participa&ccedil;&atilde;o v&aacute;lida da respetiva equipa (3-5 estudantes) no ISTMC;  3. Exame&nbsp;de 1h&nbsp;cotado para&nbsp;9&nbsp;valores; sem nota m&iacute;nima.  &nbsp;  &Eacute;poca de Recurso: Exame de 1;5h com toda a mat&eacute;ria; ter&aacute; lugar na semana 20 (100% da Nota Final).  &nbsp;  Conta a melhor nota das duas &eacute;pocas; Normal e de Recurso.&nbsp;  &nbsp;  &Eacute;poca Especial e Estudantes Trabalhadores: os alunos fazem apenas um Exame de 1;5h com toda a mat&eacute;ria (100% da Nota Final).&#x2002;&#x2002;&#x2002;&#x2002;    Para cada prova s&oacute; &eacute; permitido usar e consultar o material explicitamente indicado pelo respons&aacute;vel da UC. Tudo o resto n&atilde;o &eacute; permitido.  &nbsp;  Fraude:  1. &Eacute; considerada fraude a c&oacute;pia;&nbsp;partilha ou utiliza&ccedil;&atilde;o n&atilde;o autorizada de informa&ccedil;&atilde;o; total ou parcial; em qualquer trabalho de avalia&ccedil;&atilde;o; independentemente da natureza da prova.&nbsp;  2. Qualquer fraude; ou tentativa de fraude; detetada durante uma prova ou comprovada por evid&ecirc;ncia posterior; conduz &agrave; anula&ccedil;&atilde;o das provas de todos os envolvidos.  3. As situa&ccedil;&otilde;es de fraude detetadas ser&atilde;o comunicadas pelo respons&aacute;vel da UC ao Conselho Pedag&oacute;gico; com conhecimento &agrave; Coordena&ccedil;&atilde;o de Curso.,,655,Paulo Alexandre Fernandes Varela Simões Caldas | António Miguel Areias Dias Amaral | Ana Catarina Pagarim Ribeiro Kaizeler | Carlos Manuel Ferreira Monteiro | João Luís Gustavo de Matos,https://fenix.tecnico.ulisboa.pt/disciplinas/Ges112/2025-2026/1-semestre
LEGM,564560566192343,Fundamentos de Geomática,6.0,P3,50% Exame (nota m&iacute;nima para aprova&ccedil;&atilde;o segundo o RACC do IST)   5% MAP   20% Trabalho de grupo I   25% Trabalho de grupo II (em aula)   As regras de avalia&ccedil;&atilde;o seguem o&nbsp;Regulamento de Avalia&ccedil;&atilde;o de Conhecimentos e Compet&ecirc;ncias (RACC)&nbsp;do IST dispon&iacute;vel em&nbsp;https://tecnico.ulisboa.pt/pt/ensino/estudar-no-tecnico/informacoes-academicas/avaliacao/,,28,Alexandre Bacelar Gonçalves | Ana Paula Martins Falcão Flor,https://fenix.tecnico.ulisboa.pt/disciplinas/FGeo3610/2025-2026/2-semestre
LEGM,564560566185355,Fundamentos da Programação,6.0,P3,A disciplina&nbsp;tem duas componentes&nbsp;de avalia&ccedil;&atilde;o cont&iacute;nua (avalia&ccedil;&atilde;o nas aulas&nbsp;laboratoriais e avalia&ccedil;&atilde;o por projeto) e um exame&nbsp;de recurso opcional. Todas as componentes da avalia&ccedil;&atilde;o t&ecirc;m que ser realizadas no mesmo&nbsp;ano; n&atilde;o se guardando notas de um&nbsp;ano&nbsp;para o outro.  &nbsp;  Avalia&ccedil;&atilde;o cont&iacute;nua (100%):&nbsp;  A avalia&ccedil;&atilde;o nas aulas laboratoriais &eacute;&nbsp;constitu&iacute;da por 7 exerc&iacute;cios* de programa&ccedil;&atilde;o realizados&nbsp;nas aulas&nbsp;de laborat&oacute;rio a partir da segunda semana de aulas.&nbsp;Os&nbsp;alunos dever&atilde;o resolver&nbsp;os exerc&iacute;cios&nbsp;individualmente e sem consulta.&nbsp;A nota de laborat&oacute;rio&nbsp;L&nbsp;&eacute; obtida como a m&eacute;dia dos 6 melhores exerc&iacute;cios. Para obter aprova&ccedil;&atilde;o na disciplina; a nota de laborat&oacute;rio&nbsp;L&nbsp;ter&aacute; que ser&nbsp;igual ou&nbsp;superior a 9;5 valores.  Existir&atilde;o&nbsp;dois projetos individuais de programa&ccedil;&atilde;o (P1 e P2) com peso igual a 50% na nota correspondente &agrave; entrega de projetos (MP = 50% P1 + 50% P2).&nbsp;&nbsp;Todos os alunos dever&atilde;o realizar um&nbsp;teste pr&aacute;tico (TP);&nbsp;que abordar&aacute; quest&otilde;es relacionadas com as duas entregas do projeto; na semana de discuss&otilde;es.&nbsp;A nota de projeto P &eacute; calculada por:  P = min{TP; MP} + abs(TP - MP)*max{15; TP + 5}/100  Para obter aprova&ccedil;&atilde;o na disciplina; &eacute; obrigat&oacute;rio realizar as duas entregas do projeto&nbsp;e a nota de projeto&nbsp;P&nbsp;ter&aacute;&nbsp;que ser&nbsp;igual ou&nbsp;superior a 9;5 valores.  &nbsp;  * Os alunos de LEME apenas realizam os 6 primeiros exerc&iacute;cios laboratoriais (contando para a notas os 5 melhores) e podem realizar os projetos de programa&ccedil;&atilde;o em grupos de 2 alunos.  &nbsp;  Nota final na &#x201c;&eacute;poca normal&#x201d;:&nbsp;  Sendo&nbsp;L&nbsp;a&nbsp;nota de laborat&oacute;rio&nbsp;e&nbsp;P&nbsp;a&nbsp;nota de&nbsp;projeto;&nbsp;a nota final da disciplina &eacute; calculada da seguinte forma:  NF = 50% P + 50% L  &nbsp;  Nota final na &#x201c;&eacute;poca de recurso&#x201d;:&nbsp;  Ap&oacute;s o fim das aulas realiza-se um exame de&nbsp;recurso opcional; E;&nbsp;sobre toda a mat&eacute;ria; que permite substituir a componente de avalia&ccedil;&atilde;o cont&iacute;nua correspondente&nbsp;aos&nbsp;exerc&iacute;cios laboratoriais (L):  NF = 50% P + 50% max{L; E}  Para obter aprova&ccedil;&atilde;o na disciplina&nbsp;por exame; a nota do exame&nbsp;E&nbsp;ter&aacute; que ser&nbsp;igual ou&nbsp;superior a 8 valores.  &nbsp;  Trabalhadores Estudantes:&nbsp;  Os trabalhadores estudantes ser&atilde;o avaliados de forma id&ecirc;ntica &agrave; dos restantes estudantes.&nbsp;Para a discuss&atilde;o de projeto; os trabalhadores estudantes dever&atilde;o&nbsp;comparecer no hor&aacute;rio e local a combinar com o corpo docente.  &nbsp;  &Eacute;poca Especial:  O m&eacute;todo de avalia&ccedil;&atilde;o em &eacute;poca especial &eacute; igual &agrave; &eacute;poca normal; os alunos realizar&atilde;o um projeto; um teste pr&aacute;tico sobre o projeto;&nbsp;e&nbsp;um exame sobre toda a mat&eacute;ria; sendo a nota final dada por:  NF = 50% P + 50% E  Alunos que obtiveram 9;5 ou mais valores em alguma das componentes de avalia&ccedil;&atilde;o (P ou L/E) durante a &eacute;poca normal; poder&atilde;o realizar apenas a avalia&ccedil;&atilde;o em &eacute;poca especial da(s) componentes(s) reprovadas.  &nbsp;  Para obter aprova&ccedil;&atilde;o na disciplina; a nota&nbsp;final&nbsp;NF&nbsp;ter&aacute; que ser&nbsp;igual ou&nbsp;superior a 9;5 valores.  &nbsp;  Fraude:  Todo o aluno que for apanhado a copiar ou a deixar copiar numa dada prova ser&aacute; imediatamente reprovado na disciplina; podendo; para al&eacute;m da reprova&ccedil;&atilde;o; ser levantado um processo disciplinar.  Todos os projetos da Alameda e do Tagus ser&atilde;o comparados entre si por programas autom&aacute;ticos para detetar c&oacute;pias. A incorpora&ccedil;&atilde;o de c&oacute;digo que foi obtido de terceiros; nomeadamente da Internet ou de ferramentas de gera&ccedil;&atilde;o de c&oacute;digo; pode levar &agrave; anula&ccedil;&atilde;o da prova e consequentemente &agrave; reprova&ccedil;&atilde;o da disciplina.,,232,Tiago Gouveia Santos | Francisco Catanho Barreto Tomé Gouveia | Artur Rodrigues Abrantes Arede Guimarães | Rodrigo Alexandre Cardoso Correia | Luís Jorge Brás Monteiro Guerra e Silva | Gonçalo Palma Ribeiro Graça Nunes | José Carlos Alves Pereira Monteiro,https://fenix.tecnico.ulisboa.pt/disciplinas/FProg112/2025-2026/1-semestre
